"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"IH_II_01";"IH_II_02"
"TQRMNOQQXHLMLOCDEHMHF00854193";1;1;2023;4;26;141;2;1
"TQRMNOQQYHLMLOCDEHMHF00854173";1;1;2023;4;26;135;2;1
"TQRMNOQRUHKOKRCDEHMHF00790575";1;1;2023;4;26;170;2;1
"TQRMNOQRVHKKKTCDEHMHF00790561";1;1;2023;4;26;271;2;1
"TQRMNOQSRHMNLPCDEHMHF00811317";1;1;2023;4;26;185;2;1
"TQRMNOQSWHJNLQCDEHMHF00795171";1;1;2023;4;26;141;2;1
"TQRMNOQSWHMMLQCDEHMHF00854142";1;1;2023;4;26;134;2;1
"TQRMNOQSXHJNLQCDEHMHF00798188";1;1;2023;4;26;162;2;1
"TQRMNOQSXHMNLPCDEHMHF00811222";1;1;2023;4;26;264;2;1
"TQRMNOQSYHMNLPCDEHMHF00811239";1;1;2023;4;26;141;2;1
"TQRMNOQTPHJNLQCDEHMHF00794230";1;1;2023;4;26;149;2;1
"TQRMNOQTUHLOLNCDEHMHF00854205";1;1;2023;4;26;188;2;1
"TQRMNOQTVHLOLNCDEHMHF00854220";1;1;2023;4;26;158;2;1
"TQRMNOQTWHMNLOCDEHMHF00811210";1;1;2023;4;26;121;2;1
"TQRMNOQUTHJMLMCDEHMHF00800942";1;1;2023;4;26;160;2;1
"TQRMNOQVUHJMKQCDEHMHF00793407";2;1;2023;4;26;156;2;1
"TQRMNOQVVHJOKOCDEHMHF00794820";1;1;2023;4;26;168;2;1
"TQRMNOQVWHKOLOCDEHMHF00790461";1;1;2023;4;26;173;2;1
"TQRMNOQVXHJOKOCDEHMHF00854149";1;1;2023;4;26;122;2;1
"TQRMNOQWVHLNKPCDEHMHF00854128";2;1;2023;4;26;190;2;1
"TQRMNOQWVHLNKPCDEHMHF00854128";3;1;2023;4;26;141;2;1
"TQRMNOQXTHLOKUCDEHMHF00854189";1;1;2023;4;26;219;2;1
"TQRMNOQXUHKMKNCDEHMHF00790531";1;1;2023;4;26;166;2;1
"TQRMNOQXWHLOKUCDEHMHF00854202";1;1;2023;4;26;142;2;1
"TQRMNORPPHKLKSCDEHMHF00796336";1;1;2023;4;26;185;2;1
"TQRMNORPPHKMLQCDEHMHF00790493";1;1;2023;4;26;151;2;1
"TQRMNORQQHKMKMCDEHMHF00790513";1;1;2023;4;26;175;2;1
"TQRMNORQQHMMKQCDEHMHF00811202";1;1;2023;4;26;149;2;1
"TQRMNORQTHMMKTCDEHMHF00811184";1;1;2023;4;26;192;2;1
"TQRMNORQVHMKKPCDEHMHF00811269";1;1;2023;4;26;206;2;1
"TQRMNORQXHMKKPCDEHMHF00811250";1;1;2023;4;26;253;2;1
"TQRMNORQXHMOLMCDEHMHF00811316";1;1;2023;4;26;139;2;1
"TQRMNORSQHKLKUCDEHMHF00790530";1;1;2023;4;26;195;2;1
"TQRMNORSQHKMKNCDEHMHF00790534";1;1;2023;4;26;129;2;1
"TQRMNORSRHKMLMCDEHMHF00790510";1;1;2023;4;26;174;2;1
"TQRMNORSUHJNKPCDEHMHF00798115";1;1;2023;4;26;146;2;1
"TQRMNORTPHMMKOCDEHMHF00811189";1;1;2023;4;26;229;2;1
"TQRMNORTQHMMKOCDEHMHF00811242";1;1;2023;4;26;167;2;1
"TQRMNORTRHMMKOCDEHMHF00811327";1;1;2023;4;26;154;2;1
"TQRMNORTXHJMLMCDEHMHF00801021";1;1;2023;4;26;179;2;1
"TQRMNORUPHMNLOCDEHMHF00811215";1;1;2023;4;26;153;2;1
"TQRMNORVPHMMKSCDEHMHF00811211";2;1;2023;4;26;136;2;1
"TQRMNORXTHJNKPCDEHMHF00796737";1;1;2023;4;26;115;2;1
"TQRMNORXVHKOKRCDEHMHF00790571";1;1;2023;4;26;170;2;1
"TQRMNORXWHMOKNCDEHMHF00811247";1;1;2023;4;26;121;2;1
"TQRMNORXYHKOKRCDEHMHF00790545";1;1;2023;4;26;244;2;1
"TQRMNORXYHMOKNCDEHMHF00811240";1;1;2023;4;26;254;2;1
"TQRMNORYPHKOKRCDEHMHF00790559";1;1;2023;4;26;183;2;1
"TQRMNORYPHLLKSCDEHMHF00854180";1;1;2023;4;26;169;2;1
"TQRMNORYRHMOKMCDEHMHF00811243";1;1;2023;4;26;127;2;1
"TQRMNOSPQHJNLQCDEHMHF00797190";1;1;2023;4;26;149;2;1
"TQRMNOSPRHMNLPCDEHMHF00811319";1;1;2023;4;26;124;2;1
"TQRMNOSPSHJNLQCDEHMHF00798189";1;1;2023;4;26;122;2;1
"TQRMNOSPUHKMLLCDEHMHF00790460";1;1;2023;4;26;111;2;1
"TQRMNOSQSHKKLPCDEHMHF00790491";1;1;2023;4;26;329;2;1
"TQRMNOSQSHLNKNCDEHMHF00854147";1;1;2023;4;26;107;2;1
"TQRMNOSQTHMMKTCDEHMHF00811275";1;1;2023;4;26;149;2;1
"TQRMNOSQUHKKLPCDEHMHF00790511";1;1;2023;4;26;318;2;1
"TQRMNOSQWHKOLNCDEHMHF00790524";1;1;2023;4;26;159;2;1
"TQRMNOSQWHMNLOCDEHMHF00811216";1;1;2023;4;26;121;2;1
"TQRMNOSQXHKOLNCDEHMHF00790467";1;1;2023;4;26;204;2;1
"TQRMNOSRVHMOLNCDEHMHF00811244";1;1;2023;4;26;190;2;1
"TQRMNOSSVHLLKSCDEHMHF00854181";1;1;2023;4;26;180;2;1
"TQRMNOSSYHMLLLCDEHMHF00811313";1;1;2023;4;26;296;2;1
"TQRMNOSTRHJOLNCDEHMHF00794728";1;1;2023;4;26;164;2;1
"TQRMNOSTRHKMKQCDEHMHF00795471";1;1;2023;4;26;132;2;1
"TQRMNOSTSHJOLNCDEHMHF00794729";1;1;2023;4;26;248;2;1
"TQRMNOSTTHKMKQCDEHMHF00790475";1;1;2023;4;26;302;2;1
"TQRMNOSUTHJLLPCDEHMHF00793784";1;1;2023;4;26;194;2;1
"TQRMNOSUVHJLLPCDEHMHF00795063";1;1;2023;4;26;201;2;1
"TQRMNOSUXHLOLNCDEHMHF00854228";1;1;2023;4;26;115;2;1
"TQRMNOSVXHLOKOCDEHMHF00854212";1;1;2023;4;26;121;2;1
"TQRMNOSWVHLOKOCDEHMHF00854155";1;1;2023;4;26;121;2;1
"TQRMNOSWWHMNLPCDEHMHF00811225";1;1;2023;4;26;159;2;1
"TQRMNOSWXHMNLPCDEHMHF00811291";1;1;2023;4;26;218;2;1
"TQRMNOSWYHLMLPCDEHMHF00854178";1;1;2023;4;26;141;2;1
"TQRMNOTQVHKNKOCDEHMHF00790454";1;1;2023;4;26;296;2;1
"TQRMNOTQXHLNKQCDEHMHF00854223";1;1;2023;4;26;184;2;1
"TQRMNOTQYHLNKQCDEHMHF00854209";1;1;2023;4;26;123;2;1
"TQRMNOTSVHJOKOCDEHMHF00800983";1;1;2023;4;26;122;2;1
"TQRMNOTSWHJOKOCDEHMHF00797110";1;1;2023;4;26;122;2;1
"TQRMNOTTVHLNKPCDEHMHF00854156";1;1;2023;4;26;131;2;1
"TQRMNOTTXHLNKPCDEHMHF00854132";1;1;2023;4;26;234;2;1
"TQRMNOTUYHLMLPCDEHMHF00854139";1;1;2023;4;26;215;2;1
"TQRMNOTUYHLOKUCDEHMHF00854230";1;1;2023;4;26;137;2;1
"TQRMNOTVPHLMLPCDEHMHF00854236";1;1;2023;4;26;109;2;1
"TQRMNOUWWHLNKPCDEHMHF00854158";1;1;2023;4;26;133;2;1
"TQRMNOUXTHLNKPCDEHMHF00854133";1;1;2023;4;26;258;2;1
"TQSMNOPPSHMMKOCDEHMHF00811326";1;1;2023;4;26;190;2;1
"TQSMNOQQPHJNKPCDEHMHF00797394";1;1;2023;4;26;115;2;1
"TQSMNOQWVHLNKPCDEHMHF00854122";1;1;2023;4;26;146;2;1
"TQSMNORQRHKMKMCDEHMHF00790512";1;1;2023;4;26;193;2;1
"TQSMNORQSHKNKOCDEHMHF00793165";1;1;2023;4;26;177;2;1
"TQSMNORTSHMMKOCDEHMHF00811249";1;1;2023;4;26;140;2;1
"TQSMNOTQXHLNKQCDEHMHF00854222";1;1;2023;4;26;126;2;1
"TQRMNOPPRHJOKOCDEHNHB00797117";1;1;2023;4;27;356;2;1
"TQRMNOPPVHJOLLCDEHNHB00794545";1;1;2023;4;27;343;2;1
"TQRMNOPPYHJOLLCDEHNHB00797464";2;1;2023;4;27;348;2;1
"TQRMNOPQPHJOLLCDEHNHB00796583";1;1;2023;4;27;320;2;1
"TQRMNOPQPHKMKTCDEHNHB00790652";1;1;2023;4;27;301;2;1
"TQRMNOPQPHKOLOCDEHNHB00797466";1;1;2023;4;27;294;2;1
"TQRMNOPQSHKMLQCDEHNHB00790674";1;1;2023;4;27;315;2;1
"TQRMNOPQTHKOKNCDEHNHB00790661";1;1;2023;4;27;65;2;1
"TQRMNOPQTHKOKNCDEHNHB00790661";2;1;2023;4;27;53;2;1
"TQRMNOPQVHKMLQCDEHNHB00790650";1;1;2023;4;27;318;2;1
"TQRMNOPRVHKKKNCDEHNHB00790688";1;1;2023;4;27;411;2;1
"TQRMNOPSSHKMKNCDEHNHB00790734";1;1;2023;4;27;225;2;1
"TQRMNOPSUHKMKNCDEHNHB00790755";1;1;2023;4;27;265;2;1
"TQRMNOPSVHMOKOCDEHNHB00811433";1;1;2023;4;27;330;2;1
"TQRMNOPTSHLOLNCDEHNHB00854323";1;1;2023;4;27;333;2;1
"TQRMNOPTTHKOKNCDEHNHB00790662";1;1;2023;4;27;53;2;1
"TQRMNOPTUHKOKNCDEHNHB00790663";1;1;2023;4;27;50;2;1
"TQRMNOPTVHJOLNCDEHNHB00795928";1;1;2023;4;27;371;2;1
"TQRMNOPTYHJOKSCDEHNHB00796609";1;1;2023;4;27;282;2;1
"TQRMNOPUQHLOLLCDEHNHB00854264";1;1;2023;4;27;377;2;1
"TQRMNOPURHLOLLCDEHNHB00854275";1;1;2023;4;27;308;2;1
"TQRMNOPUSHLOLLCDEHNHB00854249";1;1;2023;4;27;373;2;1
"TQRMNOPUSHLOLLCDEHNHB00854249";2;1;2023;4;27;435;2;1
"TQRMNOPUUHLOLPCDEHNHB00854268";1;1;2023;4;27;295;2;1
"TQRMNOPUXHJOKSCDEHNHB00796066";1;1;2023;4;27;276;2;1
"TQRMNOPUXHLOLPCDEHNHB00854344";1;1;2023;4;27;332;2;1
"TQRMNOPVRHJOLOCDEHNHB00794698";1;1;2023;4;27;302;2;1
"TQRMNOPVTHLOLQCDEHNHB00854337";1;1;2023;4;27;359;2;1
"TQRMNOPVWHLOLQCDEHNHB00854309";1;1;2023;4;27;429;2;1
"TQRMNOPWRHMLLTCDEHNHB00811361";1;1;2023;4;27;489;2;1
"TQRMNOPWSHMLLTCDEHNHB00811343";1;1;2023;4;27;428;2;1
"TQRMNOPWXHLOLOCDEHNHB00854270";1;1;2023;4;27;273;2;1
"TQRMNOPWYHJMLPCDEHNHB00796924";1;1;2023;4;27;415;2;1
"TQRMNOPWYHJMLPCDEHNHB00796924";51;1;2023;4;27;451;2;1
"TQRMNOPWYHLMKPCDEHNHB00854238";1;1;2023;4;27;348;2;1
"TQRMNOPXPHLOLOCDEHNHB00854316";1;1;2023;4;27;294;2;1
"TQRMNOPYQHLNKMCDEHNHB00854242";1;1;2023;4;27;266;2;1
"TQRMNOPYQHLNKMCDEHNHB00854242";2;1;2023;4;27;211;2;1
"TQRMNOPYRHJMLRCDEHNHB00794754";1;1;2023;4;27;345;2;1
"TQRMNOQPRHJOLLCDEHNHB00796584";1;1;2023;4;27;337;2;1
"TQRMNOQPTHJOLLCDEHNHB00794547";1;1;2023;4;27;377;2;1
"TQRMNOQPWHKMKUCDEHNHB00790612";1;1;2023;4;27;335;2;1
"TQRMNOQPXHJMKTCDEHNHB00793635";1;1;2023;4;27;320;2;1
"TQRMNOQPXHMOLLCDEHNHB00811391";1;1;2023;4;27;364;2;1
"TQRMNOQPYHJMKTCDEHNHB00795508";1;1;2023;4;27;320;2;1
"TQRMNOQQPHKKKOCDEHNHB00790595";1;1;2023;4;27;70;2;1
"TQRMNOQQPHMNLMCDEHNHB00811418";1;1;2023;4;27;267;2;1
"TQRMNOQQUHMOLRCDEHNHB00811422";1;1;2023;4;27;469;2;1
"TQRMNOQQWHJNKUCDEHNHB00795977";1;1;2023;4;27;289;2;1
"TQRMNOQQWHKNKMCDEHNHB00797108";1;1;2023;4;27;152;2;1
"TQRMNOQQXHKKKOCDEHNHB00790611";1;1;2023;4;27;75;2;1
"TQRMNOQQYHJMLSCDEHNHB00796089";1;1;2023;4;27;365;2;1
"TQRMNOQQYHKNKMCDEHNHB00790718";1;1;2023;4;27;127;2;1
"TQRMNOQRPHJMLSCDEHNHB00795373";1;1;2023;4;27;346;2;1
"TQRMNOQRPHKNKMCDEHNHB00790673";1;1;2023;4;27;150;2;1
"TQRMNOQRQHMOLRCDEHNHB00811365";1;1;2023;4;27;349;2;1
"TQRMNOQRRHJMLSCDEHNHB00795981";1;1;2023;4;27;334;2;1
"TQRMNOQRUHMOLRCDEHNHB00811382";1;1;2023;4;27;324;2;1
"TQRMNOQRVHKOLTCDEHNHB00790714";1;1;2023;4;27;479;2;1
"TQRMNOQRVHLOKTCDEHNHB00854313";1;1;2023;4;27;307;2;1
"TQRMNOQRVHMOLRCDEHNHB00854287";1;1;2023;4;27;345;2;1
"TQRMNOQRWHLOKTCDEHNHB00854300";1;1;2023;4;27;315;2;1
"TQRMNOQRYHMOLQCDEHNHB00811380";1;1;2023;4;27;334;2;1
"TQRMNOQSQHJOKQCDEHNHB00797197";1;1;2023;4;27;344;2;1
"TQRMNOQSRHJOKQCDEHNHB00797198";1;1;2023;4;27;359;2;1
"TQRMNOQSTHKNKRCDEHNHB00790583";1;1;2023;4;27;296;2;1
"TQRMNOQSUHMOLNCDEHNHB00811458";1;1;2023;4;27;387;2;1
"TQRMNOQSWHMOLNCDEHNHB00811395";1;1;2023;4;27;437;2;1
"TQRMNOQSXHMOLNCDEHNHB00811370";1;1;2023;4;27;390;2;1
"TQRMNOQSYHMOKOCDEHNHB00854289";1;1;2023;4;27;265;2;1
"TQRMNOQTQHKNKRCDEHNHB00790633";1;1;2023;4;27;217;2;1
"TQRMNOQTQHMOKMCDEHNHB00811401";1;1;2023;4;27;400;2;1
"TQRMNOQTRHKNKRCDEHNHB00790634";1;1;2023;4;27;227;2;1
"TQRMNOQTVHJOLOCDEHNHB00796784";1;1;2023;4;27;332;2;1
"TQRMNOQTVHMOKMCDEHNHB00811356";1;1;2023;4;27;385;2;1
"TQRMNOQUSHKMLQCDEHNHB00790704";1;1;2023;4;27;318;2;1
"TQRMNOQUTHKMLQCDEHNHB00790657";1;1;2023;4;27;326;2;1
"TQRMNOQUUHKMLQCDEHNHB00790644";1;1;2023;4;27;341;2;1
"TQRMNOQUWHKMLQCDEHNHB00790705";1;1;2023;4;27;335;2;1
"TQRMNOQUXHKMLQCDEHNHB00790713";1;1;2023;4;27;316;2;1
"TQRMNOQVSHMMLPCDEHNHB00811428";1;1;2023;4;27;335;2;1
"TQRMNOQVUHLMKUCDEHNHB00854342";1;1;2023;4;27;337;2;1
"TQRMNOQVUHMMLPCDEHNHB00811426";1;1;2023;4;27;439;2;1
"TQRMNOQVYHLMKUCDEHNHB00854315";1;1;2023;4;27;326;2;1
"TQRMNOQWRHKKKNCDEHNHB00790689";1;1;2023;4;27;382;2;1
"TQRMNOQWSHKKKNCDEHNHB00790691";1;1;2023;4;27;378;2;1
"TQRMNOQWSHKMKNCDEHNHB00790740";1;1;2023;4;27;273;2;1
"TQRMNOQWTHKMKNCDEHNHB00790756";1;1;2023;4;27;204;2;1
"TQRMNOQWTHKMLLCDEHNHB00797395";1;1;2023;4;27;323;2;1
"TQRMNOQWUHKKKNCDEHNHB00790747";1;1;2023;4;27;394;2;1
"TQRMNOQWUHKMLLCDEHNHB00790586";1;1;2023;4;27;300;2;1
"TQRMNOQXTHKOLOCDEHNHB00790629";1;1;2023;4;27;316;2;1
"TQRMNOQXWHLOLNCDEHNHB00854282";1;1;2023;4;27;299;2;1
"TQRMNOQXYHLMKSCDEHNHB00854262";1;1;2023;4;27;450;2;1
"TQRMNOQYPHKOLOCDEHNHB00790613";1;1;2023;4;27;291;2;1
"TQRMNOQYUHKOKMCDEHNHB00790598";1;1;2023;4;27;86;2;1
"TQRMNOQYUHKOKPCDEHNHB00790709";1;1;2023;4;27;335;2;1
"TQRMNOQYVHKOKMCDEHNHB00811405";1;1;2023;4;27;83;2;1
"TQRMNOQYWHKOKPCDEHNHB00790710";2;1;2023;4;27;369;2;1
"TQRMNOQYXHKOKPCDEHNHB00790758";1;1;2023;4;27;377;2;1
"TQRMNOQYYHJOKSCDEHNHB00796265";1;1;2023;4;27;251;2;1
"TQRMNORPPHLOLQCDEHNHB00854259";1;1;2023;4;27;384;2;1
"TQRMNORPQHJOKSCDEHNHB00795976";1;1;2023;4;27;296;2;1
"TQRMNORPQHMMKSCDEHNHB00854321";1;1;2023;4;27;400;2;1
"TQRMNORPUHJNKUCDEHNHB00793741";1;1;2023;4;27;325;2;1
"TQRMNORQVHLOLQCDEHNHB00854285";1;1;2023;4;27;320;2;1
"TQRMNORRQHKMKMCDEHNHB00790728";1;1;2023;4;27;768;2;1
"TQRMNORRVHKMKMCDEHNHB00790761";1;1;2023;4;27;725;2;1
"TQRMNORRVHLOLOCDEHNHB00854271";1;1;2023;4;27;317;2;1
"TQRMNORRXHLOLPCDEHNHB00854245";1;1;2023;4;27;318;2;1
"TQRMNORRYHJOLTCDEHNHB00794755";1;1;2023;4;27;330;2;1
"TQRMNORSPHJMLPCDEHNHB00795980";1;1;2023;4;27;362;2;1
"TQRMNORSPHJOLTCDEHNHB00794655";1;1;2023;4;27;276;2;1
"TQRMNORSPHMOLQCDEHNHB00811400";1;1;2023;4;27;291;2;1
"TQRMNORSQHJOLTCDEHNHB00794756";2;1;2023;4;27;312;2;1
"TQRMNORSRHKMKOCDEHNHB00790764";1;1;2023;4;27;372;2;1
"TQRMNORSWHMMLOCDEHNHB00811419";1;1;2023;4;27;376;2;1
"TQRMNORSYHMLKUCDEHNHB00811389";1;1;2023;4;27;475;2;1
"TQRMNORTPHMMLOCDEHNHB00854317";1;1;2023;4;27;349;2;1
"TQRMNORTUHKMKNCDEHNHB00790711";2;1;2023;4;27;240;2;1
"TQRMNORTWHLOLQCDEHNHB00854286";1;1;2023;4;27;355;2;1
"TQRMNORTYHKOKNCDEHNHB00790680";1;1;2023;4;27;47;2;1
"TQRMNORTYHKOLTCDEHNHB00790677";1;1;2023;4;27;367;2;1
"TQRMNORUQHJLLMCDEHNHB00795824";1;1;2023;4;27;417;2;1
"TQRMNORUXHMLLTCDEHNHB00811404";1;1;2023;4;27;521;2;1
"TQRMNORVTHJOKQCDEHNHB00801133";1;1;2023;4;27;333;2;1
"TQRMNORVVHJOKQCDEHNHB00797320";1;1;2023;4;27;309;2;1
"TQRMNORVWHJOKQCDEHNHB00795468";1;1;2023;4;27;447;2;1
"TQRMNORVYHKKKOCDEHNHB00790603";1;1;2023;4;27;70;2;1
"TQRMNORWPHKKKOCDEHNHB00790582";1;1;2023;4;27;62;2;1
"TQRMNORWPHLOLMCDEHNHB00854265";1;1;2023;4;27;450;2;1
"TQRMNORWQHKKKOCDEHNHB00790591";1;1;2023;4;27;67;2;1
"TQRMNORWQHMOLLCDEHNHB00811373";1;1;2023;4;27;295;2;1
"TQRMNORWSHJKKRCDEHNHB00854312";1;1;2023;4;27;574;2;1
"TQRMNORWWHKOKPCDEHNHB00790716";1;1;2023;4;27;332;2;1
"TQRMNORXRHLMKUCDEHNHB00854248";1;1;2023;4;27;378;2;1
"TQRMNORXSHJMLRCDEHNHB00796485";1;1;2023;4;27;321;2;1
"TQRMNORXWHJOLOCDEHNHB00797696";1;1;2023;4;27;376;2;1
"TQRMNORYQHKMKOCDEHNHB00790765";1;1;2023;4;27;345;2;1
"TQRMNORYSHJOLTCDEHNHB00801095";1;1;2023;4;27;326;2;1
"TQRMNORYTHKMKOCDEHNHB00790776";1;1;2023;4;27;372;2;1
"TQRMNORYTHKNKRCDEHNHB00790635";1;1;2023;4;27;260;2;1
"TQRMNORYUHJOLTCDEHNHB00854297";1;1;2023;4;27;312;2;1
"TQRMNORYUHKMKMCDEHNHB00790762";1;1;2023;4;27;659;2;1
"TQRMNOSPSHJOKSCDEHNHB00795507";1;1;2023;4;27;275;2;1
"TQRMNOSPSHLOLQCDEHNHB00854338";1;1;2023;4;27;330;2;1
"TQRMNOSPTHJOKSCDEHNHB00801120";1;1;2023;4;27;360;2;1
"TQRMNOSPWHMOKMCDEHNHB00811375";1;1;2023;4;27;410;2;1
"TQRMNOSPXHLOLOCDEHNHB00854324";1;1;2023;4;27;333;2;1
"TQRMNOSQQHMOLQCDEHNHB00811358";1;1;2023;4;27;327;2;1
"TQRMNOSQWHMOLRCDEHNHB00854293";1;1;2023;4;27;349;2;1
"TQRMNOSRPHJMKTCDEHNHB00801153";1;1;2023;4;27;320;2;1
"TQRMNOSRVHMNLMCDEHNHB00811460";1;1;2023;4;27;234;2;1
"TQRMNOSRWHMNLMCDEHNHB00811369";1;1;2023;4;27;237;2;1
"TQRMNOSRXHMNLMCDEHNHB00811354";1;1;2023;4;27;254;2;1
"TQRMNOSRYHMNLMCDEHNHB00811346";1;1;2023;4;27;247;2;1
"TQRMNOSSTHKOKQCDEHNHB00790696";1;1;2023;4;27;411;2;1
"TQRMNOSSWHLOLPCDEHNHB00854319";1;1;2023;4;27;339;2;1
"TQRMNOSTQHLOKTCDEHNHB00854246";1;1;2023;4;27;318;2;1
"TQRMNOSTSHLOKTCDEHNHB00854331";1;1;2023;4;27;316;2;1
"TQRMNOSTTHLLKQCDEHNHB00854311";1;1;2023;4;27;365;2;1
"TQRMNOSTXHMOLLCDEHNHB00811399";1;1;2023;4;27;306;2;1
"TQRMNOSURHMLLTCDEHNHB00811451";1;1;2023;4;27;400;2;1
"TQRMNOSVQHMOLLCDEHNHB00811393";1;1;2023;4;27;408;2;1
"TQRMNOSVTHLOLSCDEHNHB00854318";1;1;2023;4;27;438;2;1
"TQRMNOSWPHJOLNCDEHNHB00797695";1;1;2023;4;27;271;2;1
"TQRMNOSWSHKLKMCDEHNHB00790600";1;1;2023;4;27;141;2;1
"TQRMNOSXPHKOKSCDEHNHB00790605";1;1;2023;4;27;383;2;1
"TQRMNOSXRHKLLPCDEHNHB00790732";1;1;2023;4;27;577;2;1
"TQRMNOSXSHKOLMCDEHNHB00811452";1;1;2023;4;27;364;2;1
"TQRMNOSXYHKOLNCDEHNHB00790686";1;1;2023;4;27;303;2;1
"TQRMNOSXYHKOLNCDEHNHB00790686";2;1;2023;4;27;310;2;1
"TQRMNOTPQHLMKUCDEHNHB00854273";1;1;2023;4;27;409;2;1
"TQRMNOTQTHKOKMCDEHNHB00790616";1;1;2023;4;27;112;2;1
"TQRMNOTRUHJOLNCDEHNHB00795825";1;1;2023;4;27;294;2;1
"TQRMNOTRWHLOLMCDEHNHB00854277";1;1;2023;4;27;390;2;1
"TQRMNOTRXHLOLMCDEHNHB00854345";1;1;2023;4;27;372;2;1
"TQRMNOTRYHLOLMCDEHNHB00854255";1;1;2023;4;27;467;2;1
"TQRMNOTXSHKLLPCDEHNHB00790744";1;1;2023;4;27;590;2;1
"TQRMNOUSRHLOLMCDEHNHB00854278";1;1;2023;4;27;412;2;1
"TQRMNOUSSHLOLMCDEHNHB00854303";1;1;2023;4;27;512;2;1
"TQRMNOUSTHLOLMCDEHNHB00854279";1;1;2023;4;27;426;2;1
"TQRMNOUTVHLOLLCDEHNHB00854276";1;1;2023;4;27;409;2;1
"TQRMNOUTXHLOLLCDEHNHB00854239";1;1;2023;4;27;493;2;1
"TQRMNOVSYHKLLPCDEHNHB00854302";1;1;2023;4;27;576;2;1
"TQRMNOVTQHKLLPCDEHNHB00790699";1;1;2023;4;27;590;2;1
"TQRMNPPTTHKMKMCDEHNHB00790730";1;1;2023;4;27;641;2;1
"TQSMNOPUUHKOKPCDEHNHB00793491";1;1;2023;4;27;488;2;1
"TQSMNORQYHKOLRCDEHNHB00797214";1;1;2023;4;27;280;2;1
"TQSMNORYTHKMKMCDEHNHB00811372";1;1;2023;4;27;641;2;1
"TQSMNOSPWHMOLRCDEHNHB00854329";1;1;2023;4;27;349;2;1
"TQSMNOTQPHJOKQCDEHNHB00801146";1;1;2023;4;27;345;2;1
"TQSMNOTVTHKOLNCDEHNHB00797212";1;1;2023;4;27;297;2;1
"TQSMNOTVUHKOLNCDEHNHB00797775";1;1;2023;4;27;370;2;1
"TQRMNOPPRHJMLOCDEHPJB00797406";1;1;2023;4;29;325;2;1
"TQRMNOPPTHJMLOCDEHPJB00795138";1;1;2023;4;29;223;2;1
"TQRMNOPPTHJOKRCDEHPJB00795521";1;1;2023;4;29;438;2;1
"TQRMNOPPUHJOKRCDEHPJB00795522";1;1;2023;4;29;308;2;1
"TQRMNOPPVHJOKRCDEHPJB00795340";1;1;2023;4;29;363;2;1
"TQRMNOPPVHMOLPCDEHPJB00811534";1;1;2023;4;29;447;2;1
"TQRMNOPPYHMOLPCDEHPJB00811595";1;1;2023;4;29;377;2;1
"TQRMNOPQPHMOLPCDEHPJB00811527";1;1;2023;4;29;278;2;1
"TQRMNOPQQHJNKPCDEHPJB00797944";1;1;2023;4;29;446;2;1
"TQRMNOPQQHKOLRCDEHPJB00790930";1;1;2023;4;29;379;2;1
"TQRMNOPQQHLOKQCDEHPJB00854372";1;1;2023;4;29;328;2;1
"TQRMNOPQQHLOKQCDEHPJB00854372";2;1;2023;4;29;408;2;1
"TQRMNOPQRHKOLRCDEHPJB00790950";1;1;2023;4;29;406;2;1
"TQRMNOPQRHLOKQCDEHPJB00854457";1;1;2023;4;29;366;2;1
"TQRMNOPQSHKOLLCDEHPJB00790805";1;1;2023;4;29;378;2;1
"TQRMNOPQSHKOLRCDEHPJB00790949";1;1;2023;4;29;363;2;1
"TQRMNOPQSHLOKQCDEHPJB00854511";1;1;2023;4;29;268;2;1
"TQRMNOPQTHJNKPCDEHPJB00798081";51;1;2023;4;29;293;2;1
"TQRMNOPQTHKOLLCDEHPJB00790803";1;1;2023;4;29;428;2;1
"TQRMNOPQUHJOKNCDEHPJB00798078";1;1;2023;4;29;393;2;1
"TQRMNOPQUHKOLLCDEHPJB00790782";1;1;2023;4;29;376;2;1
"TQRMNOPQVHJOKNCDEHPJB00793505";1;1;2023;4;29;383;2;1
"TQRMNOPRPHLOLSCDEHPJB00854366";1;1;2023;4;29;359;2;1
"TQRMNOPRQHLOLSCDEHPJB00854469";1;1;2023;4;29;394;2;1
"TQRMNOPRSHKMKSCDEHPJB00790869";1;1;2023;4;29;370;2;1
"TQRMNOPRTHLOMLCDEHPJB00854423";1;1;2023;4;29;314;2;1
"TQRMNOPRUHLOMLCDEHPJB00854424";1;1;2023;4;29;359;2;1
"TQRMNOPRXHLOMLCDEHPJB00854426";1;1;2023;4;29;464;2;1
"TQRMNOPSPHJOLPCDEHPJB00798100";1;1;2023;4;29;383;2;1
"TQRMNOPTUHMMKUCDEHPJB00854482";1;1;2023;4;29;274;2;1
"TQRMNOPURHJOKQCDEHPJB00794078";1;1;2023;4;29;379;2;1
"TQRMNOPUTHJOKQCDEHPJB00795338";1;1;2023;4;29;444;2;1
"TQRMNOPUVHJMLOCDEHPJB00801275";1;1;2023;4;29;329;2;1
"TQRMNOPVUHMMLNCDEHPJB00811637";1;1;2023;4;29;398;2;1
"TQRMNOPVVHLMLPCDEHPJB00854551";1;1;2023;4;29;382;2;1
"TQRMNOPVWHLMLPCDEHPJB00854448";1;1;2023;4;29;362;2;1
